Filename,Class,Image_Width,Image_Height,A_Count,A_AvgX,A_AvgY,A_StdX,A_StdY,A_BoxRatio,Bet_Count,Bet_AvgX,Bet_AvgY,Bet_StdX,Bet_StdY,Bet_BoxRatio,Gimel_Count,Gimel_AvgX,Gimel_AvgY,Gimel_StdX,Gimel_StdY,Gimel_BoxRatio,Dalet_Count,Dalet_AvgX,Dalet_AvgY,Dalet_StdX,Dalet_StdY,Dalet_BoxRatio,Hei_Count,Hei_AvgX,Hei_AvgY,Hei_StdX,Hei_StdY,Hei_BoxRatio,Vav_Count,Vav_AvgX,Vav_AvgY,Vav_StdX,Vav_StdY,Vav_BoxRatio,Het_Count,Het_AvgX,Het_AvgY,Het_StdX,Het_StdY,Het_BoxRatio,Yod_Count,Yod_AvgX,Yod_AvgY,Yod_StdX,Yod_StdY,Yod_BoxRatio,Kaf_Count,Kaf_AvgX,Kaf_AvgY,Kaf_StdX,Kaf_StdY,Kaf_BoxRatio,Lamed_Count,Lamed_AvgX,Lamed_AvgY,Lamed_StdX,Lamed_StdY,Lamed_BoxRatio,Mem_Count,Mem_AvgX,Mem_AvgY,Mem_StdX,Mem_StdY,Mem_BoxRatio,Nun_Count,Nun_AvgX,Nun_AvgY,Nun_StdX,Nun_StdY,Nun_BoxRatio,Resh_Count,Resh_AvgX,Resh_AvgY,Resh_StdX,Resh_StdY,Resh_BoxRatio,Taf_Count,Taf_AvgX,Taf_AvgY,Taf_StdX,Taf_StdY,Taf_BoxRatio
Alexander_204.png,Alexander,1880.0,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1205.5,1053.0,0.0,0.0,0.767175572519084,1.0,1092.0,812.0,0.0,0.0,0.734375,3.0,776.6666666666666,1043.0,135.1550549882944,162.15167796438823,1.0326953189639143,4.0,875.375,583.25,289.3249416745815,138.24909583791137,0.8618642241287647,2.0,765.25,579.75,8.75,232.25,0.69869261173609,1.0,445.5,809.0,0.0,0.0,0.7008196721311475,2.0,975.0,716.25,138.5,321.75,1.1580564682974321,1.0,649.5,582.5,0.0,0.0,0.7100371747211895,1.0,632.5,848.0,0.0,0.0,0.9067164179104478,0.0,0.0,0.0,0.0,0.0,0.0,2.0,843.0,599.0,193.0,18.0,0.7121212121212122,1.0,1045.5,1063.0,0.0,0.0,0.7439024390243902,1.0,1212.5,564.5,0.0,0.0,1.0904522613065326
Alexander_42.png,Alexander,1604.0,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,543.5,874.0,0.0,0.0,0.62109375,1.0,523.5,618.5,0.0,0.0,0.7846153846153846,1.0,1088.5,724.0,0.0,0.0,0.748062015503876,3.0,953.0,751.6666666666666,95.10608112348372,175.50704322682387,0.7615405883239604,1.0,831.0,789.0,0.0,0.0,0.7280701754385965,1.0,698.0,845.0,0.0,0.0,0.7297297297297297,2.0,1059.75,736.5,5.25,225.0,0.8970928766306716,0.0,0.0,0.0,0.0,0.0,0.0,1.0,964.0,754.5,0.0,0.0,0.6133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,742.5,507.5,47.5,104.5,0.7732843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander_56.png,Alexander,543.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252.5,284.0,0.0,0.0,0.7023809523809523,2.0,285.5,305.0,90.0,34.0,0.7810049019607843,3.0,316.8333333333333,297.0,30.860798578275467,109.0443334917806,0.7994367959949938,3.0,349.5,294.5,60.83310502240262,67.07210050883054,0.5731441016895973,1.0,217.5,350.0,0.0,0.0,0.8170731707317073,1.0,425.5,179.5,0.0,0.0,0.9325842696629213,1.0,380.5,261.5,0.0,0.0,0.8024691358024691,1.0,269.5,360.0,0.0,0.0,0.7790697674418605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,252.0,205.5,0.0,0.0,0.6741573033707865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander_95.png,Alexander,521.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,228.0,374.5,0.0,0.0,0.651685393258427,0.0,0.0,0.0,0.0,0.0,0.0,1.0,205.0,293.5,0.0,0.0,1.0379746835443038,4.0,316.5,263.875,75.62820241153429,35.87891964649995,0.8494397370921761,2.0,307.5,285.5,28.5,74.0,0.6041269290792439,1.0,283.5,360.5,0.0,0.0,0.8961038961038961,1.0,397.5,204.0,0.0,0.0,1.1,1.0,365.0,283.5,0.0,0.0,0.5714285714285714,1.0,385.0,347.5,0.0,0.0,0.5977011494252874,0.0,0.0,0.0,0.0,0.0,0.0,2.0,251.0,246.75,12.5,35.25,0.5722077499185934,1.0,174.5,363.5,0.0,0.0,0.8309859154929577,1.0,208.0,228.0,0.0,0.0,0.7297297297297297
Alexander_199.png,Alexander,377.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,242.0,278.0,0.0,0.0,0.6875,2.0,244.5,184.0,70.5,36.0,0.6678427419354839,1.0,127.0,216.5,0.0,0.0,0.6987951807228916,5.0,222.6,189.8,54.88569941250635,60.879060439530434,0.8614192080321112,2.0,236.5,172.25,86.5,81.75,0.5842026825633383,1.0,284.5,268.0,0.0,0.0,0.7833333333333333,1.0,245.5,95.5,0.0,0.0,0.9047619047619048,1.0,117.5,147.5,0.0,0.0,0.8082191780821918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,253.0,182.75,28.0,20.25,0.6876224050137094,1.0,242.0,277.5,0.0,0.0,0.6984126984126984,0.0,0.0,0.0,0.0,0.0,0.0
Alexander_166.png,Alexander,257.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,144.5,164.0,0.0,0.0,0.8409090909090909,1.0,127.5,123.5,0.0,0.0,0.5384615384615384,1.0,101.5,117.5,0.0,0.0,0.8604651162790697,8.0,130.3125,131.625,35.53953564342112,47.0111356489077,0.8389366151879964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179.0,164.0,0.0,0.0,0.8,1.0,156.5,55.5,0.0,0.0,1.0571428571428572,2.0,131.0,105.25,51.5,19.75,0.7908271474019088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,168.5,86.75,27.0,0.25,0.8439578713968958,1.0,122.0,157.5,0.0,0.0,0.6341463414634146,1.0,172.5,84.5,0.0,0.0,0.6170212765957447
Alexander_172.png,Alexander,883.0,883.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,315.0,225.0,0.0,0.0,0.6301369863013698,2.0,481.0,224.75,6.0,78.75,0.834538646971329,3.0,530.3333333333334,332.3333333333333,115.22249008862039,97.51267723851203,0.6848556894619927,1.0,456.5,469.5,0.0,0.0,0.8787878787878788,1.0,569.0,95.0,0.0,0.0,1.0512820512820513,2.0,474.0,304.0,100.5,42.5,0.7819055431852806,1.0,603.5,414.0,0.0,0.0,0.7413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375.5,348.5,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander_173.png,Alexander,703.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,499.5,383.5,0.0,0.0,0.8584070796460177,3.0,315.8333333333333,312.3333333333333,62.403703593794994,96.05756376025553,0.9513467378333017,1.0,365.5,364.5,0.0,0.0,0.9029126213592233,1.0,280.0,341.0,0.0,0.0,0.9245283018867925,2.0,468.75,330.25,66.75,128.25,1.0136363636363637,1.0,475.0,278.0,0.0,0.0,1.1090909090909091,1.0,438.5,363.5,0.0,0.0,1.3614457831325302,1.0,306.0,520.0,0.0,0.0,1.2040816326530612,3.0,362.5,173.66666666666666,64.0325438091184,45.82818152864264,1.0137043428242738,1.0,469.5,444.5,0.0,0.0,0.8064516129032258,1.0,394.5,150.5,0.0,0.0,0.7247706422018348
Alexander_167.png,Alexander,701.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,473.0,357.5,0.0,0.0,0.6915887850467289,1.0,335.5,266.0,0.0,0.0,0.63,1.0,273.0,264.0,0.0,0.0,0.8163265306122449,5.0,429.8,231.2,69.66749600782276,97.76123976300629,0.8676331377985559,1.0,354.0,63.0,0.0,0.0,0.8163265306122449,1.0,539.5,335.5,0.0,0.0,0.9139784946236559,2.0,418.5,219.0,65.5,140.5,1.1357669483905772,1.0,273.0,150.0,0.0,0.0,0.746268656716418,1.0,222.0,257.5,0.0,0.0,0.898876404494382,0.0,0.0,0.0,0.0,0.0,0.0,3.0,482.0,193.16666666666666,50.82814181140208,46.06215607439823,0.6522233893557423,1.0,473.0,357.0,0.0,0.0,0.6981132075471698,1.0,485.5,160.5,0.0,0.0,0.6991150442477876
Alexander_198.png,Alexander,767.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,298.5,418.5,0.0,0.0,0.7076023391812866,1.0,275.5,280.5,0.0,0.0,0.9310344827586207,0.0,0.0,0.0,0.0,0.0,0.0,2.0,394.0,433.0,17.0,134.5,0.8831958823185355,1.0,507.5,399.5,0.0,0.0,0.7046979865771812,1.0,403.5,432.0,0.0,0.0,1.0492957746478873,1.0,431.5,193.5,0.0,0.0,1.7088607594936709,1.0,492.5,275.0,0.0,0.0,0.680327868852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,306.5,214.83333333333334,40.13311184877976,49.2634640366356,0.742077802580796,1.0,301.5,419.5,0.0,0.0,0.653179190751445,2.0,292.5,179.75,9.5,0.75,0.7729292929292929
Alexander_94.png,Alexander,398.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,148.0,231.5,0.0,0.0,0.9795918367346939,1.0,138.0,189.5,0.0,0.0,0.8444444444444444,1.0,96.5,189.0,0.0,0.0,0.9423076923076923,5.0,198.7,172.4,52.74334081189776,59.70795591878858,0.8626970341486471,1.0,241.0,228.5,0.0,0.0,0.631578947368421,1.0,198.0,231.5,0.0,0.0,1.183673469387755,2.0,198.0,179.5,8.0,102.0,1.0293706293706293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,274.0,223.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,3.0,223.83333333333334,142.66666666666666,34.43431750771637,24.46198865360069,0.8705391761224264,1.0,105.5,236.5,0.0,0.0,0.7454545454545455,1.0,222.5,118.0,0.0,0.0,0.640625
Alexander_80.png,Alexander,980.0,980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,737.0,622.0,0.0,0.0,0.9710144927536232,3.0,621.8333333333334,452.1666666666667,89.35820549277435,63.5928891901882,0.9259380456783433,3.0,585.6666666666666,589.6666666666666,44.82620761216466,166.69799705522027,0.6863408309374823,1.0,450.0,643.0,0.0,0.0,0.7142857142857143,2.0,726.5,557.75,67.5,200.75,1.1063122923588038,1.0,590.5,513.0,0.0,0.0,0.6538461538461539,1.0,543.0,649.0,0.0,0.0,0.7575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,4.0,561.75,471.625,153.4220078737076,52.79130491851854,0.6805476447044335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander_57.png,Alexander,539.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,344.0,229.0,0.0,0.0,0.5853658536585366,1.0,292.0,209.5,0.0,0.0,0.8607594936708861,5.0,345.6,243.1,103.94537026727068,56.83959887261697,0.7470769523583405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,283.75,333.75,28.75,47.75,1.0850780357822611,0.0,0.0,0.0,0.0,0.0,0.0,1.0,243.0,191.5,0.0,0.0,1.0684931506849316,1.0,248.0,358.0,0.0,0.0,1.0731707317073171,2.0,408.75,189.75,35.75,52.25,0.6383333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,420.0,144.5,0.0,0.0,0.6391752577319587
Alexander_43.png,Alexander,299.0,299.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62.5,183.0,0.0,0.0,0.78,2.0,116.25,163.5,45.75,23.0,0.853108685334599,1.0,107.0,222.5,0.0,0.0,0.8163265306122449,1.0,132.5,142.5,0.0,0.0,0.7551020408163265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.0,181.0,0.0,0.0,0.8571428571428571,1.0,198.0,98.5,0.0,0.0,1.0638297872340425,1.0,166.5,137.5,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,119.33333333333333,110.0,24.516434397268203,18.12456896039186,0.9901960784313726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,99.5,0.0,0.0,0.7058823529411765
Alexander_205.png,Alexander,450.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,200.0,291.0,0.0,0.0,0.7837837837837838,1.0,145.0,233.0,0.0,0.0,0.9230769230769231,1.0,101.5,232.0,0.0,0.0,0.7833333333333333,5.0,173.8,213.2,72.32814113469252,56.63002737064498,0.9133924692392436,1.0,297.5,309.5,0.0,0.0,0.5061728395061729,1.0,252.0,302.5,0.0,0.0,0.7301587301587301,1.0,201.5,113.5,0.0,0.0,0.9384615384615385,1.0,73.5,179.0,0.0,0.0,0.796875,1.0,63.5,238.5,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,3.0,230.33333333333334,192.0,38.30651235611106,31.43511836571745,0.6109437164724111,1.0,146.5,293.0,0.0,0.0,0.7083333333333334,1.0,224.0,178.0,0.0,0.0,0.8620689655172413
Alexander_207.png,Alexander,767.0,767.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,307.5,366.5,0.0,0.0,0.9439252336448598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,492.0,397.5,0.0,0.0,0.9902912621359223,1.0,395.5,389.0,0.0,0.0,0.9051724137931034,1.0,618.5,174.5,0.0,0.0,0.9829059829059829,1.0,568.0,267.5,0.0,0.0,0.8760330578512396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,436.75,204.5,70.25,52.5,0.9657182835820896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander_55.png,Alexander,605.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,508.0,218.5,0.0,0.0,0.810126582278481,1.0,451.0,248.0,0.0,0.0,0.8085106382978723,2.0,363.5,272.75,47.0,86.75,0.8702631578947368,1.0,321.5,281.0,0.0,0.0,0.77,1.0,261.0,293.0,0.0,0.0,0.75,1.0,344.5,359.0,0.0,0.0,1.1097560975609757,1.0,250.0,184.0,0.0,0.0,0.6470588235294118,1.0,395.0,278.0,0.0,0.0,0.6744186046511628,1.0,447.5,395.0,0.0,0.0,1.1125,1.0,391.0,167.5,0.0,0.0,0.6446280991735537,1.0,492.0,336.5,0.0,0.0,0.8484848484848485,0.0,0.0,0.0,0.0,0.0,0.0
